asset_type,entity_id,display_name,superstar_id,set_id,primary_image_path,base_plate_path,notes
collectible-card,dragon-lee-dragon-driver,Dragon Driver,dragon-lee,worlds-collide-series-1,assets/images/dragon-driver-dragon-lee.webp,assets/images/dragon-driver-dragon-lee-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-dragon-lee,Control the Empire,dragon-lee,worlds-collide-series-1,assets/images/control-the-empire-dragon-lee.webp,assets/images/control-the-empire-dragon-lee-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-dragon-lee,Lucha Legacy,dragon-lee,worlds-collide-series-1,assets/images/lucha-legacy-action-dragon-lee.webp,assets/images/lucha-legacy-action-dragon-lee-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-dragon-lee,Dragon Lee,dragon-lee,worlds-collide-series-1,assets/images/dragon-lee-superstar.webp,assets/images/dragon-lee-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,vikingo-mexican-destroyer,Vikingo’s Mexican Destroyer,hijo-del-vikingo,worlds-collide-series-1,assets/images/vikingo-s-mexican-destroyer-hijo-del-vikingo.webp,assets/images/vikingo-s-mexican-destroyer-hijo-del-vikingo-base-plate.webp,Full finished card plus matching base plate
collectible-card,vikingo-twisting-450-splash,Vikingo’s Twisting 450 Splash,hijo-del-vikingo,worlds-collide-series-1,assets/images/vikingo-s-twisting-450-splash-hijo-del-vikingo.webp,assets/images/vikingo-s-twisting-450-splash-hijo-del-vikingo-base-plate.webp,Full finished card plus matching base plate
collectible-card,vikingo-top-rope-poison-rana,Vikingo’s Top-Rope Poison Rana,hijo-del-vikingo,worlds-collide-series-1,assets/images/vikingo-s-top-rope-poison-rana-hijo-del-vikingo.webp,assets/images/vikingo-s-top-rope-poison-rana-hijo-del-vikingo-base-plate.webp,Full finished card plus matching base plate
collectible-card,vikingo-el-cuerno-del-vikingo,El Cuerno del Vikingo,hijo-del-vikingo,worlds-collide-series-1,assets/images/el-cuerno-del-vikingo-hijo-del-vikingo.webp,assets/images/el-cuerno-del-vikingo-hijo-del-vikingo-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-hijo-del-vikingo,Alas de Oro,hijo-del-vikingo,worlds-collide-series-1,assets/images/alas-de-oro-hijo-del-vikingo.webp,assets/images/alas-de-oro-hijo-del-vikingo-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-hijo-del-vikingo,El Ojo’s Protection,hijo-del-vikingo,worlds-collide-series-1,assets/images/el-ojo-s-protection-action-hijo-del-vikingo.webp,assets/images/el-ojo-s-protection-action-hijo-del-vikingo-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-hijo-del-vikingo,Hijo del Vikingo,hijo-del-vikingo,worlds-collide-series-1,assets/images/hijo-del-vikingo-superstar.webp,assets/images/hijo-del-vikingo-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,mr-iguana-iguanarana,Iguanarana,mr-iguana,worlds-collide-series-1,assets/images/iguanarana-mr-iguana.webp,assets/images/iguanarana-mr-iguana-base-plate.webp,Full finished card plus matching base plate
collectible-card,mr-iguana-pongase-verde,Póngase Verde,mr-iguana,worlds-collide-series-1,assets/images/po-ngase-verde-mr-iguana.webp,assets/images/po-ngase-verde-mr-iguana-base-plate.webp,Full finished card plus matching base plate
collectible-card,mr-iguana-muta-lock,Muta Lock,mr-iguana,worlds-collide-series-1,assets/images/muta-lock-mr-iguana.webp,assets/images/muta-lock-mr-iguana-base-plate.webp,Full finished card plus matching base plate
collectible-card,mr-iguana-chalino-driver,Chalino Driver,mr-iguana,worlds-collide-series-1,assets/images/chalino-driver-mr-iguana.webp,assets/images/chalino-driver-mr-iguana-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-mr-iguana,Verde Desde 1988,mr-iguana,worlds-collide-series-1,assets/images/verde-desde-1988-mr-iguana.webp,assets/images/verde-desde-1988-mr-iguana-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-mr-iguana,La Yesca,mr-iguana,worlds-collide-series-1,assets/images/la-yesca-action-mr-iguana.webp,assets/images/la-yesca-action-mr-iguana-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-mr-iguana,Mr. Iguana,mr-iguana,worlds-collide-series-1,assets/images/mr-iguana-superstar.webp,assets/images/mr-iguana-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,running-powerslam,Running Powerslam,,raw-series-1,assets/images/running-powerslam-raw.webp,assets/images/running-powerslam-raw-base-plate.webp,Full finished card plus matching base plate
collectible-card,standing-moonsault,Standing Moonsault,,raw-series-1,assets/images/standing-moonsault.webp,assets/images/standing-moonsault-base-plate.webp,Full finished card plus matching base plate
collectible-card,flipping-lariat,Flipping Lariat,,raw-series-1,assets/images/flipping-lariat.webp,assets/images/flipping-lariat-base-plate.webp,Full finished card plus matching base plate
collectible-card,450-splash,450 Splash,,raw-series-1,assets/images/450-splash.webp,assets/images/450-splash-base-plate.webp,Full finished card plus matching base plate
collectible-card,asai-moonsault,Asai Moonsault,,raw-series-1,assets/images/asai-moonsault.webp,assets/images/asai-moonsault-base-plate.webp,Full finished card plus matching base plate
collectible-card,springboard-crossbody,Springboard Crossbody,,raw-series-1,assets/images/springboard-crossbody-raw.webp,assets/images/springboard-crossbody-raw-base-plate.webp,Full finished card plus matching base plate
collectible-card,logan-paul-knockout-punch,One Lucky Punch,logan-paul,raw-series-1,assets/images/one-lucky-punch-logan-paul.webp,assets/images/one-lucky-punch-logan-paul-base-plate.webp,Full finished card plus matching base plate
collectible-card,logan-paul-paulverizer,Paulverizer,logan-paul,raw-series-1,assets/images/paulverizer-logan-paul.webp,assets/images/paulverizer-logan-paul-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-logan-paul,The Maverick,logan-paul,raw-series-1,assets/images/the-maverick-logan-paul.webp,assets/images/the-maverick-logan-paul-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-logan-paul,Brass Knuckles,logan-paul,raw-series-1,assets/images/brass-knuckles-action-logan-paul.webp,assets/images/brass-knuckles-action-logan-paul-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-logan-paul,Logan Paul,logan-paul,raw-series-1,assets/images/logan-paul-superstar.webp,assets/images/logan-paul-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,stf,STF,,raw-series-1,assets/images/stf.webp,assets/images/stf-base-plate.webp,Full finished card plus matching base plate
collectible-card,sol-ruca-avalanche-x-factor,Avalanche X-Factor,sol-ruca,raw-series-1,assets/images/avalanche-x-factor-sol-ruca.webp,assets/images/avalanche-x-factor-sol-ruca-base-plate.webp,Full finished card plus matching base plate
collectible-card,sol-ruca-sol-snatcher,Sol Snatcher,sol-ruca,raw-series-1,assets/images/sol-snatcher-sol-ruca.webp,assets/images/sol-snatcher-sol-ruca-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-sol-ruca,Good Vibes,sol-ruca,raw-series-1,assets/images/good-vibes-sol-ruca.webp,assets/images/good-vibes-sol-ruca-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-sol-ruca,No Wipeout,sol-ruca,raw-series-1,assets/images/no-wipeout-action-sol-ruca.webp,assets/images/no-wipeout-action-sol-ruca-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-sol-ruca,Sol Ruca,sol-ruca,raw-series-1,assets/images/sol-ruca-superstar.webp,assets/images/sol-ruca-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,chad-gable-chaos-theory,Chaos Theory,chad-gable,raw-series-1,assets/images/chaos-theory-chad-gable.webp,assets/images/chaos-theory-chad-gable-base-plate.webp,Full finished card plus matching base plate
collectible-card,chad-gable-ankle-lock,Gable’s Ankle Lock,chad-gable,raw-series-1,assets/images/gable-s-ankle-lock-chad-gable.webp,assets/images/gable-s-ankle-lock-chad-gable-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-chad-gable,"Ready, Willing and Gable",chad-gable,raw-series-1,assets/images/ready-willing-and-gable-chad-gable.webp,assets/images/ready-willing-and-gable-chad-gable-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-chad-gable,Shoosh!,chad-gable,raw-series-1,assets/images/shoosh-action-chad-gable.webp,assets/images/shoosh-action-chad-gable-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-chad-gable,Chad Gable,chad-gable,raw-series-1,assets/images/chad-gable-superstar.webp,assets/images/chad-gable-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,raquel-rodriguez-corkscrew-splash,Corkscrew Splash,raquel-rodriguez,raw-series-1,assets/images/corkscrew-splash-raquel-rodriguez.webp,assets/images/corkscrew-splash-raquel-rodriguez-base-plate.webp,Full finished card plus matching base plate
collectible-card,raquel-rodriguez-tejana-bomb,Tejana Bomb,raquel-rodriguez,raw-series-1,assets/images/tejana-bomb-raquel-rodriguez.webp,assets/images/tejana-bomb-raquel-rodriguez-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-raquel-rodriguez,Big Mami Cool,raquel-rodriguez,raw-series-1,assets/images/big-mami-cool-raquel-rodriguez.webp,assets/images/big-mami-cool-raquel-rodriguez-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-raquel-rodriguez,Judgment Day Backup,raquel-rodriguez,raw-series-1,assets/images/judgment-day-backup-action-raquel-rodriguez.webp,assets/images/judgment-day-backup-action-raquel-rodriguez-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-raquel-rodriguez,Raquel Rodriguez,raquel-rodriguez,raw-series-1,assets/images/raquel-rodriguez-superstar.webp,assets/images/raquel-rodriguez-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,running-clothesline,Running Clothesline,,raw-series-1,assets/images/running-clothesline.webp,assets/images/running-clothesline-base-plate.webp,Full finished card plus matching base plate
collectible-card,clothesline-over-the-top-rope,Clothesline Over the Top Rope,,raw-series-1,assets/images/clothesline-over-the-top-rope.webp,assets/images/clothesline-over-the-top-rope-base-plate.webp,Full finished card plus matching base plate
collectible-card,fight-forever,Fight Forever,,raw-series-1,assets/images/fight-forever-action.webp,assets/images/fight-forever-action-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,knee-to-the-gut,Knee to the Gut,,raw-series-1,assets/images/knee-to-the-gut.webp,assets/images/knee-to-the-gut-base-plate.webp,Full finished card plus matching base plate
collectible-card,throw-into-steel-steps,Throw Into Steel Steps,,raw-series-1,assets/images/throw-into-steel-steps.webp,assets/images/throw-into-steel-steps-base-plate.webp,Full finished card plus matching base plate
collectible-card,sleeper-hold,Sleeper Hold,,raw-series-1,assets/images/sleeper-hold.webp,assets/images/sleeper-hold-base-plate.webp,Full finished card plus matching base plate
collectible-card,steel-chair-to-the-back,Steel Chair to the Back,,raw-series-1,assets/images/steel-chair-to-the-back.webp,assets/images/steel-chair-to-the-back-base-plate.webp,Full finished card plus matching base plate
collectible-card,choke-on-the-ropes,Choke on the Ropes,,raw-series-1,assets/images/choke-on-the-ropes.webp,assets/images/choke-on-the-ropes-base-plate.webp,Full finished card plus matching base plate
collectible-card,sol-ruca-springboard-splash,Sol’s Springboard Splash,sol-ruca,raw-series-1,assets/images/sol-s-springboard-splash-sol-ruca.webp,assets/images/sol-s-springboard-splash-sol-ruca-base-plate.webp,Full finished card plus matching base plate
collectible-card,chad-gable-moonsault,Gable’s Moonsault,chad-gable,raw-series-1,assets/images/gable-s-moonsault-chad-gable.webp,assets/images/gable-s-moonsault-chad-gable-base-plate.webp,Full finished card plus matching base plate
collectible-card,raquel-rodriguez-big-boot,Raquel’s Big Boot,raquel-rodriguez,raw-series-1,assets/images/raquel-s-big-boot-raquel-rodriguez.webp,assets/images/raquel-s-big-boot-raquel-rodriguez-base-plate.webp,Full finished card plus matching base plate
collectible-card,manager-paul-heyman,Paul Heyman,,raw-series-1,assets/images/paul-heyman.webp,assets/images/paul-heyman-base-plate.webp,Full finished card plus matching base plate
collectible-card,leg-lariat,Leg Lariat,,raw-series-1,assets/images/leg-lariat.webp,assets/images/leg-lariat-base-plate.webp,Full finished card plus matching base plate
collectible-card,european-uppercut,European Uppercut,,raw-series-1,assets/images/european-uppercut.webp,assets/images/european-uppercut-base-plate.webp,Full finished card plus matching base plate
collectible-card,joe-hendry-freak-of-nature,Freak of Nature,joe-hendry,raw-series-1,assets/images/freak-of-nature-joe-hendry.webp,assets/images/freak-of-nature-joe-hendry-base-plate.webp,Full finished card plus matching base plate
collectible-card,joe-hendry-hendry-slam,Hendry Slam,joe-hendry,raw-series-1,assets/images/hendry-slam-joe-hendry.webp,assets/images/hendry-slam-joe-hendry-base-plate.webp,Full finished card plus matching base plate
collectible-card,joe-hendry-hendry-lock,Hendry Lock,joe-hendry,raw-series-1,assets/images/hendry-lock-joe-hendry.webp,assets/images/hendry-lock-joe-hendry-base-plate.webp,Full finished card plus matching base plate
collectible-card,joe-hendry-standing-ovation,Standing Ovation,joe-hendry,raw-series-1,assets/images/standing-ovation-joe-hendry.webp,assets/images/standing-ovation-joe-hendry-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-joe-hendry,Say His Name,joe-hendry,raw-series-1,assets/images/say-his-name-joe-hendry.webp,assets/images/say-his-name-joe-hendry-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-joe-hendry,I Believe in Joe Hendry,joe-hendry,raw-series-1,assets/images/i-believe-in-joe-hendry-action-joe-hendry.webp,assets/images/i-believe-in-joe-hendry-action-joe-hendry-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-joe-hendry,Joe Hendry,joe-hendry,raw-series-1,assets/images/joe-hendry-superstar.webp,assets/images/joe-hendry-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,roxanne-perez-russian-leg-sweep,Roxanne’s Russian Leg Sweep,roxanne-perez,raw-series-1,assets/images/roxanne-s-russian-leg-sweep-roxanne-perez.webp,assets/images/roxanne-s-russian-leg-sweep-roxanne-perez-base-plate.webp,Full finished card plus matching base plate
collectible-card,roxanne-perez-meteora,Roxanne’s Meteora,roxanne-perez,raw-series-1,assets/images/roxanne-s-meteora-roxanne-perez.webp,assets/images/roxanne-s-meteora-roxanne-perez-base-plate.webp,Full finished card plus matching base plate
collectible-card,roxanne-perez-rok-lock,Rok-Lock,roxanne-perez,raw-series-1,assets/images/rok-lock-roxanne-perez.webp,assets/images/rok-lock-roxanne-perez-base-plate.webp,Full finished card plus matching base plate
collectible-card,roxanne-perez-pop-rox,Pop Rox,roxanne-perez,raw-series-1,assets/images/pop-rox-roxanne-perez.webp,assets/images/pop-rox-roxanne-perez-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-roxanne-perez,All Fall Down,roxanne-perez,raw-series-1,assets/images/all-fall-down-roxanne-perez.webp,assets/images/all-fall-down-roxanne-perez-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-roxanne-perez,The Prodigy,roxanne-perez,raw-series-1,assets/images/the-prodigy-action-roxanne-perez.webp,assets/images/the-prodigy-action-roxanne-perez-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-roxanne-perez,Roxanne Perez,roxanne-perez,raw-series-1,assets/images/roxanne-perez-superstar.webp,assets/images/roxanne-perez-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,austin-theory-ataxia,Ataxia,austin-theory,raw-series-1,assets/images/ataxia-austin-theory.webp,assets/images/ataxia-austin-theory-base-plate.webp,Full finished card plus matching base plate
collectible-card,austin-theory-rolling-thunder-blockbuster,Rolling Thunder Blockbuster,austin-theory,raw-series-1,assets/images/rolling-thunder-blockbuster-austin-theory.webp,assets/images/rolling-thunder-blockbuster-austin-theory-base-plate.webp,Full finished card plus matching base plate
collectible-card,austin-theory-patella-brainbuster,Patella Brainbuster,austin-theory,raw-series-1,assets/images/patella-brainbuster-austin-theory.webp,assets/images/patella-brainbuster-austin-theory-base-plate.webp,Full finished card plus matching base plate
collectible-card,austin-theory-a-town-down,A-Town Down,austin-theory,raw-series-1,assets/images/a-town-down-austin-theory.webp,assets/images/a-town-down-austin-theory-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-austin-theory,This Is Me,austin-theory,raw-series-1,assets/images/this-is-me-austin-theory.webp,assets/images/this-is-me-austin-theory-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-austin-theory,All Day,austin-theory,raw-series-1,assets/images/all-day-action-austin-theory.webp,assets/images/all-day-action-austin-theory-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,manager-maxxine-dupri,Maxxine Dupri,,raw-series-1,assets/images/maxxine-dupri.webp,assets/images/maxxine-dupri-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-austin-theory,Austin Theory,austin-theory,raw-series-1,assets/images/austin-theory-superstar.webp,assets/images/austin-theory-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,montez-ford-spinebuster,Montez’s Spinebuster,montez-ford,raw-series-1,assets/images/montez-s-spinebuster-montez-ford.webp,assets/images/montez-s-spinebuster-montez-ford-base-plate.webp,Full finished card plus matching base plate
collectible-card,montez-ford-blockbuster,Montez’s Blockbuster,montez-ford,raw-series-1,assets/images/montez-s-blockbuster-montez-ford.webp,assets/images/montez-s-blockbuster-montez-ford-base-plate.webp,Full finished card plus matching base plate
collectible-card,montez-ford-450-splash,Montez’s 450 Splash,montez-ford,raw-series-1,assets/images/montez-s-450-splash-montez-ford.webp,assets/images/montez-s-450-splash-montez-ford-base-plate.webp,Full finished card plus matching base plate
collectible-card,montez-ford-from-the-heavens,From the Heavens,montez-ford,raw-series-1,assets/images/from-the-heavens-montez-ford.webp,assets/images/from-the-heavens-montez-ford-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-angelo-dawkins,Angelo Dawkins,montez-ford,raw-series-1,assets/images/angelo-dawkins-action-montez-ford.webp,assets/images/angelo-dawkins-action-montez-ford-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-montez-ford,We Want The Smoke,montez-ford,raw-series-1,assets/images/we-want-the-smoke-montez-ford.webp,assets/images/we-want-the-smoke-montez-ford-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-montez-ford,Montez Ford,montez-ford,raw-series-1,assets/images/montez-ford-superstar.webp,assets/images/montez-ford-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,side-kick,Side Kick,,raw-series-1,assets/images/side-kick.webp,assets/images/side-kick-base-plate.webp,Full finished card plus matching base plate
collectible-card,snapmare,Snapmare,,raw-series-1,assets/images/snapmare.webp,assets/images/snapmare-base-plate.webp,Full finished card plus matching base plate
collectible-card,scoop-slam,Scoop Slam,,raw-series-1,assets/images/scoop-slam.webp,assets/images/scoop-slam-base-plate.webp,Full finished card plus matching base plate
collectible-card,chop-block,Chop Block,,raw-series-1,assets/images/chop-block.webp,assets/images/chop-block-base-plate.webp,Full finished card plus matching base plate
collectible-card,spinning-backfist,Spinning Backfist,,raw-series-1,assets/images/spinning-backfist.webp,assets/images/spinning-backfist-base-plate.webp,Full finished card plus matching base plate
collectible-card,single-leg-dropkick,Single-Leg Dropkick,,raw-series-1,assets/images/single-leg-dropkick.webp,assets/images/single-leg-dropkick-base-plate.webp,Full finished card plus matching base plate
collectible-card,back-rake,Back Rake,,raw-series-1,assets/images/back-rake.webp,assets/images/back-rake-base-plate.webp,Full finished card plus matching base plate
collectible-card,arm-wrench,Arm Wrench,,raw-series-1,assets/images/arm-wrench.webp,assets/images/arm-wrench-base-plate.webp,Full finished card plus matching base plate
collectible-card,knee-lift,Knee Lift,,raw-series-1,assets/images/knee-lift.webp,assets/images/knee-lift-base-plate.webp,Full finished card plus matching base plate
collectible-card,t-bone-suplex,T-Bone Suplex,,raw-series-1,assets/images/t-bone-suplex.webp,assets/images/t-bone-suplex-base-plate.webp,Full finished card plus matching base plate
collectible-card,gutwrench-suplex,Gutwrench Suplex,,raw-series-1,assets/images/gutwrench-suplex.webp,assets/images/gutwrench-suplex-base-plate.webp,Full finished card plus matching base plate
collectible-card,michinoku-driver,Michinoku Driver,,raw-series-1,assets/images/michinoku-driver.webp,assets/images/michinoku-driver-base-plate.webp,Full finished card plus matching base plate
collectible-card,pumphandle-slam,Pumphandle Slam,,raw-series-1,assets/images/pumphandle-slam.webp,assets/images/pumphandle-slam-base-plate.webp,Full finished card plus matching base plate
collectible-card,bicycle-kick,Bicycle Kick,,raw-series-1,assets/images/bicycle-kick.webp,assets/images/bicycle-kick-base-plate.webp,Full finished card plus matching base plate
collectible-card,rolling-elbow,Rolling Elbow,,raw-series-1,assets/images/rolling-elbow.webp,assets/images/rolling-elbow-base-plate.webp,Full finished card plus matching base plate
collectible-card,springboard-forearm,Springboard Forearm,,raw-series-1,assets/images/springboard-forearm.webp,assets/images/springboard-forearm-base-plate.webp,Full finished card plus matching base plate
collectible-card,dragon-sleeper,Dragon Sleeper,,raw-series-1,assets/images/dragon-sleeper.webp,assets/images/dragon-sleeper-base-plate.webp,Full finished card plus matching base plate
collectible-card,camel-clutch,Camel Clutch,,raw-series-1,assets/images/camel-clutch.webp,assets/images/camel-clutch-base-plate.webp,Full finished card plus matching base plate
collectible-card,slingshot-suplex,Slingshot Suplex,,raw-series-1,assets/images/slingshot-suplex.webp,assets/images/slingshot-suplex-base-plate.webp,Full finished card plus matching base plate
collectible-card,the-rock-lay-the-smack-down,Lay The Smack Down,the-rock,season-1-final-boss,assets/images/lay-the-smack-down-the-rock.webp,assets/images/lay-the-smack-down-the-rock-base-plate.webp,Full finished card plus matching base plate
collectible-card,the-rock-belt-whip,Belt Whip,the-rock,season-1-final-boss,assets/images/belt-whip-the-rock.webp,assets/images/belt-whip-the-rock-base-plate.webp,Full finished card plus matching base plate
collectible-card,the-rock-rock-bottom,Rock Bottom,the-rock,season-1-final-boss,assets/images/rock-bottom-the-rock.webp,assets/images/rock-bottom-the-rock-base-plate.webp,Full finished card plus matching base plate
collectible-card,the-rock-people-s-elbow,People's Elbow,the-rock,season-1-final-boss,assets/images/people-s-elbow-the-rock.webp,assets/images/people-s-elbow-the-rock-base-plate.webp,Full finished card plus matching base plate
collectible-card,people-championship,People's Championship,the-rock,season-1-final-boss,assets/images/people-s-championship-action-the-rock.webp,assets/images/people-s-championship-action-the-rock-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-the-rock,Final Boss,the-rock,season-1-final-boss,assets/images/final-boss-the-rock.webp,assets/images/final-boss-the-rock-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-the-rock,Bloodline Rules,the-rock,season-1-final-boss,assets/images/bloodline-rules-action-the-rock.webp,assets/images/bloodline-rules-action-the-rock-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-the-rock,The Rock,the-rock,season-1-final-boss,assets/images/the-rock-superstar.webp,assets/images/the-rock-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,trish-stratus-stratusphere,Stratusphere,trish-stratus,season-1-last-time-is-now,assets/images/stratusphere-trish-stratus.webp,assets/images/stratusphere-trish-stratus-base-plate.webp,Full finished card plus matching base plate
collectible-card,trish-stratus-chick-kick,Chick Kick,trish-stratus,season-1-last-time-is-now,assets/images/chick-kick-trish-stratus.webp,assets/images/chick-kick-trish-stratus-base-plate.webp,Full finished card plus matching base plate
collectible-card,trish-stratus-air-canada,Air Canada,trish-stratus,season-1-last-time-is-now,assets/images/air-canada-trish-stratus.webp,assets/images/air-canada-trish-stratus-base-plate.webp,Full finished card plus matching base plate
collectible-card,trish-stratus-stratusfaction,Stratusfaction,trish-stratus,season-1-last-time-is-now,assets/images/stratusfaction-trish-stratus.webp,assets/images/stratusfaction-trish-stratus-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-trish-stratus,Stratusfaction Guaranteed,trish-stratus,season-1-last-time-is-now,assets/images/stratusfaction-guaranteed-action-trish-stratus.webp,assets/images/stratusfaction-guaranteed-action-trish-stratus-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-trish-stratus,Time to Rock & Roll,trish-stratus,season-1-last-time-is-now,assets/images/time-to-rock-roll-trish-stratus.webp,assets/images/time-to-rock-roll-trish-stratus-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-trish-stratus,Trish Stratus,trish-stratus,season-1-last-time-is-now,assets/images/trish-stratus-superstar.webp,assets/images/trish-stratus-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,chyna-bomb,Chyna Bomb,chyna,parked-chyna,assets/images/chyna-bomb-chyna.webp,assets/images/chyna-bomb-chyna-base-plate.webp,Full finished card plus matching base plate
collectible-card,chyna-gorilla-press-slam,Chyna’s Gorilla Press Slam,chyna,parked-chyna,assets/images/chyna-s-gorilla-press-slam-chyna.webp,assets/images/chyna-s-gorilla-press-slam-chyna-base-plate.webp,Full finished card plus matching base plate
collectible-card,chyna-handspring-back-elbow,Chyna’s Handspring Back Elbow,chyna,parked-chyna,assets/images/chyna-s-handspring-back-elbow-chyna.webp,assets/images/chyna-s-handspring-back-elbow-chyna-base-plate.webp,Full finished card plus matching base plate
collectible-card,chyna-inverted-ddt,Chyna’s Inverted DDT,chyna,parked-chyna,assets/images/chyna-s-inverted-ddt-chyna.webp,assets/images/chyna-s-inverted-ddt-chyna-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-chyna,Ninth Wonder of the World,chyna,parked-chyna,assets/images/ninth-wonder-of-the-world-chyna.webp,assets/images/ninth-wonder-of-the-world-chyna-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-chyna,Break the Barrier,chyna,parked-chyna,assets/images/break-the-barrier-action-chyna.webp,assets/images/break-the-barrier-action-chyna-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-chyna,Chyna,chyna,parked-chyna,assets/images/chyna-superstar.webp,assets/images/chyna-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,cody-rhodes-dropdown-uppercut,Dropdown Uppercut,cody-rhodes,summerslam-series-1,assets/images/dropdown-uppercut-cody-rhodes.webp,assets/images/dropdown-uppercut-cody-rhodes-base-plate.webp,Full finished card plus matching base plate
collectible-card,dropkick,Dropkick,,summerslam-series-1,assets/images/dropkick.webp,assets/images/dropkick-base-plate.webp,Full finished card plus matching base plate
collectible-card,knee-drop,Knee Drop,,summerslam-series-1,assets/images/knee-drop.webp,assets/images/knee-drop-base-plate.webp,Full finished card plus matching base plate
collectible-card,russian-leg-sweep,Russian Leg Sweep,,summerslam-series-1,assets/images/russian-leg-sweep.webp,assets/images/russian-leg-sweep-base-plate.webp,Full finished card plus matching base plate
collectible-card,cody-rhodes-bionic-elbow,Bionic Elbow,cody-rhodes,summerslam-series-1,assets/images/bionic-elbow-cody-rhodes.webp,assets/images/bionic-elbow-cody-rhodes-base-plate.webp,Full finished card plus matching base plate
collectible-card,vertical-suplex,Vertical Suplex,,summerslam-series-1,assets/images/vertical-suplex.webp,assets/images/vertical-suplex-base-plate.webp,Full finished card plus matching base plate
